Geneid,Chr,Start,End,Strand,Length,DRR318288,DRR318289,DRR318290,DRR318291,DRR318292,DRR318293,DRR318294,DRR318295,DRR318296,DRR318297,DRR318298,DRR318299
aten_0.1.m1.5071,Sc0000006,4879662,4884139,-,4478,33,39,11,8,2,6,95,0,0,38,29,2
aten_0.1.m1.5072,Sc0000006,4836269,4840686,-,4418,409,381,512,461,253,377,363,283,653,1014,894,702
aten_0.1.m1.5073,Sc0000006,4751167,4766941,-,15775,547,295,450,110,112,188,70,220,69,65,229,57
aten_0.1.m1.5074,Sc0000006,4793398,4803567,-,10170,177,379,892,338,939,636,185,720,520,419,48,410
aten_0.1.m1.5075,Sc0000006,4814690,4821988,-,7299,177,143,253,133,259,246,63,231,456,498,63,439
aten_0.1.m1.5076,Sc0000006,4735848,4742997,-,7150,215,145,230,109,110,120,66,147,76,66,62,66
aten_0.1.m1.5077,Sc0000006,4772490,4777152,-,4663,389,213,322,378,128,218,99,242,78,156,80,65
aten_0.1.m1.5078,Sc0000006,4767010,4768454,-,1445,4,0,3,0,0,0,0,0,0,0,4,1
aten_0.1.m1.5079,Sc0000006,4777242,4780311,-,3070,278,103,207,156,74,163,44,185,28,83,103,27
aten_0.1.m1.5081,Sc0000006,4965204,4982457,+,17254,2926,3733,3221,2828,2259,2431,2918,1865,4636,4533,5153,3851
aten_0.1.m1.5082,Sc0000006,4947922,4956354,+,8433,436,693,482,968,462,401,465,260,644,451,870,592
aten_0.1.m1.5083,Sc0000006,4937926,4946392,+,8467,776,835,880,882,294,648,466,573,1520,1698,1901,1505
aten_0.1.m1.5084,Sc0000006,4894131,4930817,+,36687,2598,2590,3528,4211,1718,2179,1956,2212,2137,3383,2851,1692
aten_0.1.m1.5085,Sc0000006,4959179,4963807,+,4629,3828,3571,4326,3182,2842,3723,3364,2935,3629,3760,6083,3229
aten_0.1.m1.5086,Sc0000006,4888010,4892696,-,4687,207,149,243,304,106,156,105,94,57,117,61,49
aten_0.1.m1.5087,Sc0000006,4930468,4936918,-,6451,62,81,28,82,25,333,45,240,53,62,62,50
aten_0.1.m1.5089,Sc0000006,5007128,5023977,+,16850,2575,2372,3691,2081,1273,1397,1451,1196,1490,835,1239,941
aten_0.1.m1.5090,Sc0000006,4987036,5005204,+,18169,444,589,672,593,313,361,431,314,246,277,222,116
aten_0.1.m1.5091,Sc0000006,5024001,5040850,+,16850,1214,867,1430,961,378,558,538,474,864,788,1804,622
aten_0.1.m1.5092,Sc0000006,5052463,5061391,-,8929,6355,6168,8145,7785,3035,4507,4444,3196,2046,1738,1388,1767
aten_0.1.m1.5093,Sc0000006,5042230,5051984,-,9755,2294,2453,2426,2282,1450,2066,2016,1726,3342,3022,3293,2786
aten_0.1.m1.5094,Sc0000006,5081976,5083286,-,1311,166,237,151,115,18,7,37,16,66,163,43,98
aten_0.1.m1.5095,Sc0000006,4981402,4992381,-,10980,706,840,851,1071,500,493,511,412,450,500,601,310
aten_0.1.m1.5097,Sc0000006,5108665,5125123,+,16459,1366,1701,1840,1530,1545,1997,2299,2074,1727,1918,1891,1657
aten_0.1.m1.5098,Sc0000006,5093404,5094696,+,1293,1355,1013,2233,81,390,655,602,569,2329,1861,3756,1521
aten_0.1.m1.5099,Sc0000006,5105623,5106915,+,1293,697,596,668,137,53,293,382,179,395,288,989,293
aten_0.1.m1.5100,Sc0000006,5131916,5161758,-,29843,47,78,46,45,27,33,45,31,38,39,63,27
aten_0.1.m1.5101,Sc0000006,5124673,5125502,-,830,19,16,25,7,21,15,28,16,8,0,5,9
aten_0.1.m1.5102,Sc0000006,5257338,5264723,+,7386,8653,10505,9912,11170,8677,8916,9081,8698,6648,5811,5646,4970
aten_0.1.m1.5103,Sc0000006,5266229,5278307,+,12079,543,269,328,341,217,446,196,487,304,421,738,237
aten_0.1.m1.5104,Sc0000006,5246075,5251163,+,5089,2727,2757,4064,3461,2147,1894,2353,2956,2535,3000,3823,1510
aten_0.1.m1.5107,Sc0000006,5219595,5241470,-,21876,35,15,28,17,12,29,16,24,9,7,26,15
aten_0.1.m1.5108,Sc0000006,5185952,5195058,-,9107,7,7,28,4,24,10,13,26,16,27,8,13
aten_0.1.m1.5109,Sc0000006,5210492,5217423,-,6932,133,76,98,59,18,80,54,58,22,67,152,7
aten_0.1.m1.5110,Sc0000006,5165029,5174013,-,8985,57,23,33,36,20,24,32,37,13,6,49,11
aten_0.1.m1.5112,Sc0000006,5310232,5314359,+,4128,2117,1789,2568,3144,2754,1796,2447,2824,1861,3539,2792,1438
aten_0.1.m1.5113,Sc0000006,5297338,5304331,+,6994,675,956,660,995,875,717,956,753,1757,1748,1971,1577
aten_0.1.m1.5114,Sc0000006,5325073,5337914,+,12842,16242,13163,16467,14599,19123,21663,18781,15765,38391,37653,42755,30456
aten_0.1.m1.5115,Sc0000006,5302599,5308533,-,5935,1538,1431,2790,1892,2082,1245,1686,1505,2328,2593,2075,1784
aten_0.1.m1.5116,Sc0000006,5339635,5345642,-,6008,784,1012,939,1345,525,507,560,472,827,818,825,711
aten_0.1.m1.5117,Sc0000006,5287944,5297278,-,9335,980,1246,1371,1135,580,642,705,449,1178,1036,1408,826
aten_0.1.m1.5118,Sc0000006,5314096,5321973,-,7878,1372,1564,1577,1756,1139,724,1162,736,1448,1335,1316,1179
aten_0.1.m1.5119,Sc0000006,5280818,5282106,-,1289,19,12,27,18,3,2,2,3,15,13,16,22
aten_0.1.m1.5120,Sc0000006,5417445,5423293,+,5849,40,26,39,55,5,36,19,4,31,20,20,5
aten_0.1.m1.5121,Sc0000006,5345684,5357619,+,11936,175,236,205,236,88,166,200,174,176,201,242,99
aten_0.1.m1.5123,Sc0000006,5467425,5476075,+,8651,187,286,263,429,379,291,274,376,347,509,244,341
aten_0.1.m1.5124,Sc0000006,5358061,5371499,+,13439,229,252,262,144,241,357,268,242,239,206,202,162
aten_0.1.m1.5125,Sc0000006,5390686,5395766,+,5081,7068,8568,8065,9388,18123,15548,19907,15445,7490,8172,8014,6174
aten_0.1.m1.5126,Sc0000006,5374774,5389665,+,14892,2129,2641,2602,2661,1480,1242,1866,1157,1406,1311,1469,935
aten_0.1.m1.5127,Sc0000006,5395277,5401637,-,6361,801,871,825,608,307,368,407,350,939,762,1067,547
aten_0.1.m1.5128,Sc0000006,5425728,5431104,-,5377,8,2,4,7,0,3,2,0,6,1,7,0
aten_0.1.m1.5129,Sc0000006,5443835,5455389,-,11555,581,722,1300,782,951,899,1543,961,1834,2869,1744,1842
aten_0.1.m1.5131,Sc0000006,5457611,5464494,-,6884,1748,1886,2489,2264,1628,1415,1381,1343,2519,2153,2127,1830
aten_0.1.m1.5132,Sc0000006,5569282,5570178,+,897,133,138,141,170,28,34,37,26,142,112,148,72
aten_0.1.m1.5133,Sc0000006,5487220,5510910,+,23691,4223,4803,5014,5471,1522,2292,2145,1916,4276,5125,3465,4173
aten_0.1.m1.5134,Sc0000006,5511885,5526811,-,14927,1158,1586,1612,1251,1031,1021,1170,714,2343,2760,2760,2891
aten_0.1.m1.5135,Sc0000006,5529009,5538913,-,9905,548,712,643,602,140,305,152,313,609,559,643,450
aten_0.1.m1.5136,Sc0000006,5541961,5560157,-,18197,1876,2209,2633,2774,2273,2076,2160,1935,1939,1850,1631,1767
aten_0.1.m1.5139,Sc0000006,5602728,5606352,+,3625,662,856,845,1011,379,351,482,339,735,547,622,590
aten_0.1.m1.5140,Sc0000006,5671684,5673673,+,1990,660,783,692,616,403,461,581,329,1048,859,956,739
aten_0.1.m1.5141,Sc0000006,5582442,5585318,+,2877,252,191,154,246,122,98,166,117,159,152,178,114
aten_0.1.m1.5142,Sc0000006,5644650,5648873,+,4224,523,721,702,550,292,238,344,208,741,466,606,571
aten_0.1.m1.5143,Sc0000006,5619932,5635920,+,15989,2211,2711,3144,2876,4381,4741,4449,3050,5849,5762,8148,5698
aten_0.1.m1.5144,Sc0000006,5654623,5667058,+,12436,943,1131,1267,1041,921,895,952,679,1407,1037,967,1041
aten_0.1.m1.5145,Sc0000006,5608107,5619247,-,11141,2658,2546,3288,2219,3877,5025,6668,4521,1605,1476,2852,1237
aten_0.1.m1.5146,Sc0000006,5571604,5582279,-,10676,1752,2231,1843,2007,1505,1518,1534,1220,1941,1902,1655,1490
aten_0.1.m1.5147,Sc0000006,5584021,5602689,-,18669,1136,1445,1438,1643,824,578,919,567,879,741,994,645
aten_0.1.m1.5148,Sc0000006,5636521,5639501,-,2981,43,23,36,56,54,56,25,32,34,27,16,12
aten_0.1.m1.5149,Sc0000006,5737503,5743802,+,6300,1,2,0,1,2,1,1,4,2,0,0,1
aten_0.1.m1.5150,Sc0000006,5731276,5736153,+,4878,33,104,46,94,60,16,80,23,102,30,29,102
aten_0.1.m1.5151,Sc0000006,5752953,5757139,+,4187,21,37,16,18,9,3,32,7,21,12,12,17
aten_0.1.m1.5153,Sc0000006,5714249,5726177,-,11929,697,652,646,647,583,882,700,554,310,361,271,271
aten_0.1.m1.5154,Sc0000006,5664575,5671443,-,6869,44,135,81,66,49,30,87,19,201,74,194,201
aten_0.1.m1.5155,Sc0000006,5648266,5654529,-,6264,1284,1190,1475,1482,913,847,918,934,3085,2442,3709,1860
aten_0.1.m1.5156,Sc0000006,5757139,5760999,-,3861,13,37,10,21,14,0,22,4,11,8,7,17
aten_0.1.m1.5157,Sc0000006,5704101,5713255,-,9155,1571,1761,1309,1465,1137,1271,1273,1058,841,787,682,823
aten_0.1.m1.5158,Sc0000006,5675992,5701535,-,25544,3672,4661,4426,4664,2668,2799,3126,2437,3317,3305,3158,2878
aten_0.1.m1.5159,Sc0000006,5777125,5789077,-,11953,27,57,39,74,30,24,21,9,93,51,16,26
aten_0.1.m1.5160,Sc0000006,5824196,5830380,+,6185,16,66,19,79,37,13,82,13,61,20,12,33
aten_0.1.m1.5161,Sc0000006,5864487,5870857,+,6371,63,53,52,27,11,11,47,14,10,14,16,30
aten_0.1.m1.5162,Sc0000006,5791931,5797538,+,5608,24,53,44,42,26,17,63,9,40,23,31,53
aten_0.1.m1.5163,Sc0000006,5771576,5777125,+,5550,16,53,6,57,36,2,54,3,39,7,8,45
aten_0.1.m1.5164,Sc0000006,5847225,5852884,+,5660,84,251,132,172,80,44,234,26,169,100,63,151
aten_0.1.m1.5165,Sc0000006,5870857,5873779,-,2923,32,54,79,23,10,13,35,15,14,28,18,12
aten_0.1.m1.5166,Sc0000006,5830398,5834040,-,3643,4,10,1,43,14,3,9,1,26,7,7,26
aten_0.1.m1.5168,Sc0000006,5911126,5916446,+,5321,370,390,375,427,297,342,264,253,319,426,236,284
aten_0.1.m1.5169,Sc0000006,5979797,5985763,+,5967,2175,1839,1842,2460,831,1266,973,1052,1954,3104,3451,1819
aten_0.1.m1.5170,Sc0000006,5936356,5956277,+,19922,2996,3780,3501,3545,1995,2249,2603,1996,5573,5918,6108,5660
aten_0.1.m1.5172,Sc0000006,5893440,5898395,+,4956,220,232,221,320,159,199,181,196,221,306,121,175
aten_0.1.m1.5173,Sc0000006,5985844,5986392,-,549,214,172,144,135,180,217,108,187,269,271,204,139
aten_0.1.m1.5174,Sc0000006,5933287,5936257,-,2971,1228,1328,1093,1093,897,889,896,619,3074,3321,2544,2366
aten_0.1.m1.5175,Sc0000006,5967090,5972527,-,5438,85,191,119,113,56,43,146,59,66,22,23,91
aten_0.1.m1.5176,Sc0000006,5918230,5932443,-,14214,221,191,310,311,216,164,162,197,265,399,228,148
aten_0.1.m1.5177,Sc0000006,5955292,5964391,-,9100,4115,4024,5614,3942,1742,2367,2286,2195,3211,3087,4736,3247
aten_0.1.m1.5178,Sc0000006,5986523,5997717,+,11195,2491,2964,3007,3528,2185,2196,1973,2055,2521,2152,2825,2100
aten_0.1.m1.5179,Sc0000006,6037324,6043247,+,5924,313,762,779,1127,674,460,439,406,2102,1805,1085,987
aten_0.1.m1.5180,Sc0000006,6032462,6036246,+,3785,2685,2902,4443,2802,1417,973,2116,1732,2848,2929,4026,1837
aten_0.1.m1.5181,Sc0000006,6011899,6027754,+,15856,6295,6501,6712,6051,11572,8567,8523,5489,47154,48681,44256,40542
aten_0.1.m1.5182,Sc0000006,6030130,6031824,+,1695,26,40,29,50,90,19,53,24,30,36,26,24
aten_0.1.m1.5183,Sc0000006,6054680,6068521,-,13842,3618,3858,3279,2904,4538,4222,4843,3829,7547,9365,7964,7544
aten_0.1.m1.5184,Sc0000006,5994907,6005598,-,10692,5261,9209,3602,3939,3021,3614,6068,5152,6171,3313,3077,5402
aten_0.1.m1.5185,Sc0000006,6049366,6053541,-,4176,61,49,47,37,4,9,45,14,5,5,26,10
aten_0.1.m1.5186,Sc0000006,6119225,6122326,+,3102,260,324,387,344,172,205,204,152,294,215,323,339
aten_0.1.m1.5187,Sc0000006,6110880,6116091,+,5212,993,1112,901,991,932,1023,1414,958,2210,2316,2022,2027
aten_0.1.m1.5188,Sc0000006,6096731,6108409,+,11679,5164,6413,5911,6487,4657,3991,5693,3381,3945,4663,2775,3347
aten_0.1.m1.5189,Sc0000006,6069599,6095600,+,26002,1711,1765,2339,2561,1522,1620,1484,1342,1152,1070,912,673
aten_0.1.m1.5190,Sc0000006,6053674,6056608,+,2935,29,37,23,23,20,19,22,13,37,30,38,29
aten_0.1.m1.5191,Sc0000006,6142245,6147545,+,5301,518,534,895,805,267,356,241,258,232,181,207,129
aten_0.1.m1.5192,Sc0000006,6148286,6150023,-,1738,6,15,26,9,4,1,7,10,148,226,192,89
aten_0.1.m1.5193,Sc0000006,6129647,6142392,-,12746,1340,1715,1804,1342,1166,1186,1543,1037,1113,1002,1098,939
aten_0.1.m1.5194,Sc0000006,6166068,6169253,-,3186,1265,1311,1248,1178,846,888,829,614,869,937,1063,912
aten_0.1.m1.5195,Sc0000006,6114157,6118443,-,4287,314,372,493,442,197,145,152,74,429,345,538,451
aten_0.1.m1.5196,Sc0000006,6121205,6128277,-,7073,1717,2114,2796,2265,1510,1703,1560,1474,2192,2727,2500,2121
aten_0.1.m1.5197,Sc0000006,6279212,6284279,+,5068,987,1337,1581,1053,819,785,705,573,1631,1249,1587,1404
aten_0.1.m1.5198,Sc0000006,6169288,6202918,+,33631,3584,4285,4964,4938,3648,3059,4079,3147,3983,4632,4366,3899
aten_0.1.m1.5199,Sc0000006,6155553,6166037,+,10485,375,436,572,375,268,281,350,218,139,194,209,182
aten_0.1.m1.5200,Sc0000006,6270482,6279146,-,8665,991,1475,812,1541,792,955,1056,851,946,856,785,729
aten_0.1.m1.5201,Sc0000006,6213034,6215957,-,2924,105,213,337,192,215,116,161,113,210,142,99,150
aten_0.1.m1.5202,Sc0000006,6234010,6241100,-,7091,1016,1285,1283,1174,946,1224,857,836,1310,830,1082,715
aten_0.1.m1.5203,Sc0000006,6221615,6222401,-,787,24,5,0,1,0,28,0,27,3,3,21,0
aten_0.1.m1.5204,Sc0000006,6286351,6293420,+,7070,60,45,39,87,35,35,38,32,39,21,25,23
aten_0.1.m1.5205,Sc0000006,6332574,6340847,+,8274,1607,1979,1993,1602,1313,1418,1521,1467,1971,2023,2032,1780
aten_0.1.m1.5206,Sc0000006,6346927,6357067,+,10141,384,355,875,646,402,366,302,378,376,344,371,196
aten_0.1.m1.5207,Sc0000006,6327456,6331837,+,4382,903,983,1031,836,512,659,644,628,895,1090,1007,832
aten_0.1.m1.5208,Sc0000006,6338865,6346932,-,8068,1255,1438,1617,1072,566,754,670,822,1672,1711,2073,1621
aten_0.1.m1.5209,Sc0000006,6356138,6359142,-,3005,121,177,185,201,74,72,76,72,145,145,113,130
aten_0.1.m1.5210,Sc0000006,6366150,6379207,-,13058,2454,2747,3535,3184,1888,1975,1912,1701,1090,1107,880,758
aten_0.1.m1.5211,Sc0000006,6283663,6290783,-,7121,144,185,71,184,64,87,76,52,140,133,173,134
aten_0.1.m1.5212,Sc0000006,6380943,6389230,-,8288,312,399,361,271,270,271,289,167,864,819,835,647
aten_0.1.m1.5213,Sc0000006,6310695,6323815,-,13121,1224,1495,1727,1720,1032,994,1119,770,1368,1246,1372,1226
aten_0.1.m1.5214,Sc0000006,6291212,6310615,-,19404,1080,1218,1712,1179,686,758,862,647,402,414,397,234
aten_0.1.m1.5215,Sc0000006,6326378,6326914,-,537,215,312,312,193,115,116,84,115,78,80,81,49
aten_0.1.m1.5216,Sc0000006,6380315,6382493,+,2179,399,444,519,372,253,255,300,200,456,423,547,439
aten_0.1.m1.5217,Sc0000006,6474024,6474884,+,861,26,38,41,16,21,10,24,7,28,2,0,12
aten_0.1.m1.5218,Sc0000006,6461173,6464043,+,2871,27,62,36,43,46,49,41,16,32,7,29,10
aten_0.1.m1.5219,Sc0000006,6401192,6402675,-,1484,483,523,595,656,192,173,196,230,531,478,994,477
aten_0.1.m1.5220,Sc0000006,6437804,6453870,-,16067,4352,3953,5848,5232,3655,4620,4159,3632,4844,6320,6411,3888
aten_0.1.m1.5221,Sc0000006,6424521,6429557,-,5037,1877,3792,1320,4201,2975,3464,1962,1413,2188,1170,3024,4772
aten_0.1.m1.5222,Sc0000006,6432947,6437208,-,4262,4137,5137,4241,4611,8199,8804,9885,8122,10554,8859,9172,9866
aten_0.1.m1.5223,Sc0000006,6418808,6424128,-,5321,6462,7080,6893,8066,4799,5543,4416,4188,4015,3612,6031,3948
aten_0.1.m1.5225,Sc0000006,6509259,6510293,+,1035,233,336,294,266,181,186,238,185,141,67,142,199
aten_0.1.m1.5226,Sc0000006,6517039,6518070,+,1032,186,140,99,128,96,62,124,109,55,82,58,91
aten_0.1.m1.5227,Sc0000006,6543781,6546962,-,3182,2557,2960,2488,3212,329,414,512,206,4008,5021,5642,4706
aten_0.1.m1.5228,Sc0000006,6529804,6537716,-,7913,641,704,769,645,404,373,369,423,526,476,359,284
aten_0.1.m1.5229,Sc0000006,6555703,6574688,-,18986,3177,3983,4240,4817,4871,4355,5672,4095,3375,3141,2723,2820
aten_0.1.m1.5230,Sc0000006,6649660,6658158,+,8499,3998,5608,6089,6104,4557,3791,3774,3096,3877,4204,3376,3148
aten_0.1.m1.5231,Sc0000006,6579856,6620039,+,40184,10509,11625,12468,12639,13046,11441,11186,10543,11542,12517,13395,10762
aten_0.1.m1.5232,Sc0000006,6621450,6644376,+,22927,1624,1640,1919,1619,1013,1237,1297,1368,1931,2557,2782,1990
aten_0.1.m1.5233,Sc0000006,6662509,6674547,+,12039,2742,3059,3458,3353,2197,2260,2339,1960,2704,2438,2941,2178
aten_0.1.m1.5234,Sc0000006,6677569,6680212,+,2644,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.5236,Sc0000006,6776177,6789178,-,13002,390,615,353,297,656,675,707,338,639,265,259,251
aten_0.1.m1.5237,Sc0000006,6765888,6774116,-,8229,554,876,497,696,339,309,564,279,1018,924,1291,935
aten_0.1.m1.5238,Sc0000006,6748915,6763189,-,14275,323,226,149,92,175,1144,174,231,1046,1209,2126,1770
aten_0.1.m1.5239,Sc0000006,6694719,6704725,-,10007,10,13,10,8,4,7,11,7,17,2,13,3
aten_0.1.m1.5240,Sc0000006,6717138,6727486,-,10349,1603,1633,1604,1541,1274,1208,1227,1130,995,770,829,487
aten_0.1.m1.5241,Sc0000006,6675925,6693819,-,17895,2661,2852,3904,3932,2897,2532,2504,2281,1269,1034,877,879
aten_0.1.m1.5242,Sc0000006,6732059,6742637,-,10579,2899,3070,2978,2532,2236,1425,1963,2445,719,773,1151,615
aten_0.1.m1.5243,Sc0000006,6706281,6709271,-,2991,63,132,143,107,126,143,118,85,74,49,56,34
aten_0.1.m1.5244,Sc0000006,6712716,6713272,-,557,5,13,22,11,11,4,11,15,3,8,4,0
aten_0.1.m1.5245,Sc0000006,6711188,6712502,-,1315,32,43,32,47,31,21,16,16,18,16,18,10
aten_0.1.m1.5246,Sc0000006,6710735,6711075,-,341,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.5247,Sc0000006,6791902,6809830,+,17929,1877,2561,2572,1999,3757,2999,3032,3132,3486,3077,4116,3184
aten_0.1.m1.5248,Sc0000006,6809926,6813983,+,4058,841,1599,1242,1188,3221,2002,2476,2013,2855,2646,3414,2572
aten_0.1.m1.5249,Sc0000006,6848453,6862555,-,14103,3566,4132,5199,4252,2877,3122,3133,2504,5025,5374,4761,3669
aten_0.1.m1.5250,Sc0000006,6826024,6835561,-,9538,78,91,41,90,152,58,147,87,121,88,155,110
aten_0.1.m1.5251,Sc0000006,6813655,6822036,-,8382,69,102,57,63,81,50,100,52,71,43,97,65
aten_0.1.m1.5252,Sc0000006,6864374,6874787,-,10414,761,683,914,403,374,455,483,426,536,451,642,482
aten_0.1.m1.5253,Sc0000006,6887671,6888749,-,1079,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.5254,Sc0000006,6928572,6936926,+,8355,833,1016,946,682,486,630,670,597,692,524,650,554
aten_0.1.m1.5255,Sc0000006,6907706,6910346,+,2641,124,70,113,192,51,84,91,55,89,118,112,86
aten_0.1.m1.5256,Sc0000006,6880241,6895227,+,14987,1211,1161,1421,1534,710,648,521,638,1151,834,1011,835
aten_0.1.m1.5257,Sc0000006,6940688,6955496,+,14809,1270,1540,1338,1346,691,766,1030,684,1175,809,1321,875
aten_0.1.m1.5258,Sc0000006,6958342,6981074,+,22733,1421,1466,1339,1387,791,738,839,706,1065,1075,1254,925
aten_0.1.m1.5259,Sc0000006,6911622,6917975,+,6354,1898,2000,2562,2170,1056,1316,1312,1247,1799,1695,1986,1385
aten_0.1.m1.5260,Sc0000006,6895297,6898113,-,2817,2,9,24,8,0,8,11,2,1,4,8,6
aten_0.1.m1.5261,Sc0000006,6954815,6957951,-,3137,293,397,333,564,219,171,309,163,170,183,147,149
aten_0.1.m1.5262,Sc0000006,6932186,6940681,-,8496,1034,1218,1109,1258,714,690,784,610,928,867,909,699
aten_0.1.m1.5263,Sc0000006,6924640,6928510,-,3871,227,284,270,319,167,192,210,147,311,258,425,295
aten_0.1.m1.5266,Sc0000006,7020153,7043490,+,23338,4745,5026,5069,6130,3999,4601,3986,3745,3540,4431,3758,3009
aten_0.1.m1.5267,Sc0000006,6990952,7014939,+,23988,249,267,248,233,175,116,222,123,181,201,216,176
aten_0.1.m1.5268,Sc0000006,7016424,7020144,-,3721,5642,6474,6187,6040,3325,3203,3939,2894,8698,9658,9042,7970
aten_0.1.m1.5269,Sc0000006,7047406,7051252,-,3847,21,32,20,53,18,13,28,10,35,9,31,21
aten_0.1.m1.5270,Sc0000006,7040499,7045749,-,5251,0,0,6,0,3,1,0,3,2,1,1,1
aten_0.1.m1.5271,Sc0000006,6988448,6989968,-,1521,0,0,0,0,0,0,2,0,0,0,0,0
aten_0.1.m1.5272,Sc0000006,6985328,6986122,+,795,1,0,0,0,0,0,0,0,0,0,1,0
aten_0.1.m1.5273,Sc0000006,7145308,7148621,+,3314,21,4,6,3,3,24,5,20,13,14,27,4
aten_0.1.m1.5274,Sc0000006,7167400,7168799,-,1400,0,3,0,25,3,3,2,0,1,9,0,1
aten_0.1.m1.5275,Sc0000006,7174108,7178467,-,4360,27,22,29,27,32,27,21,11,23,22,34,29
aten_0.1.m1.5276,Sc0000006,7183007,7187197,-,4191,1006,1044,1057,1026,427,541,556,407,963,942,933,813
aten_0.1.m1.5277,Sc0000006,7149208,7153489,-,4282,4,4,0,11,5,5,3,6,9,23,14,0
aten_0.1.m1.5279,Sc0000006,7111097,7115017,-,3921,10,13,0,18,3,2,4,5,4,6,3,4
aten_0.1.m1.5280,Sc0000006,7087820,7089355,-,1536,9,11,0,1,0,3,8,0,0,10,0,10
aten_0.1.m1.5281,Sc0000006,7099999,7101084,-,1086,12,31,7,27,11,10,29,3,29,19,26,15
aten_0.1.m1.5282,Sc0000006,7138950,7139566,-,617,2,0,0,2,1,1,0,2,0,0,0,0
aten_0.1.m1.5283,Sc0000006,7124819,7125988,-,1170,0,0,0,0,0,0,0,0,2,0,0,0
aten_0.1.m1.5284,Sc0000006,7131730,7133806,-,2077,10,9,14,16,7,8,5,1,1,1,5,3
aten_0.1.m1.5285,Sc0000006,7068192,7082397,-,14206,56,80,36,80,37,49,80,36,69,53,38,38
aten_0.1.m1.5286,Sc0000006,7124187,7124591,-,405,0,0,0,0,1,0,0,0,0,0,0,0
aten_0.1.m1.5287,Sc0000006,7157535,7160935,-,3401,6,9,0,21,12,11,19,8,12,8,15,9
aten_0.1.m1.5288,Sc0000006,7127599,7128938,-,1340,124,145,201,310,112,144,79,103,71,217,105,65
aten_0.1.m1.5289,Sc0000006,7230904,7233403,+,2500,435,348,450,399,90,136,142,103,402,481,460,312
aten_0.1.m1.5290,Sc0000006,7200172,7205702,+,5531,434,638,753,989,527,333,387,278,295,177,147,130
aten_0.1.m1.5291,Sc0000006,7258796,7267521,+,8726,1147,1222,1237,998,811,949,826,764,916,555,752,556
aten_0.1.m1.5292,Sc0000006,7181720,7184313,+,2594,297,353,387,424,116,73,110,66,344,247,337,209
aten_0.1.m1.5293,Sc0000006,7269641,7276281,+,6641,1705,1592,2501,1678,1037,1070,945,1075,1319,769,1094,695
aten_0.1.m1.5294,Sc0000006,7178551,7181275,+,2725,389,392,356,285,173,280,281,209,298,322,258,146
aten_0.1.m1.5295,Sc0000006,7187129,7192593,+,5465,861,1013,1062,1488,952,811,891,715,247,206,229,145
aten_0.1.m1.5296,Sc0000006,7277372,7280610,+,3239,0,2,0,0,0,0,1,0,0,0,1,0
aten_0.1.m1.5297,Sc0000006,7264842,7269564,-,4723,20,6,12,25,7,13,5,11,29,15,29,11
aten_0.1.m1.5299,Sc0000006,7279390,7281187,-,1798,0,5,0,0,0,0,2,0,0,0,0,0
aten_0.1.m1.5300,Sc0000006,7191855,7199567,-,7713,4841,8112,5744,7503,8890,4562,10798,4825,3292,4330,4150,2987
aten_0.1.m1.5301,Sc0000006,7203596,7217306,-,13711,1990,2348,2149,1906,1224,1401,1272,1246,797,905,748,600
aten_0.1.m1.5302,Sc0000006,7218655,7228982,-,10328,5015,5381,6437,7718,6172,3695,5646,4784,2833,5252,3912,3369
aten_0.1.m1.5303,Sc0000006,7231860,7242357,-,10498,558,522,630,529,312,338,308,373,422,535,524,402
aten_0.1.m1.5304,Sc0000006,7246951,7259973,-,13023,4423,5594,6970,5798,4390,4434,4316,3513,11929,9659,11893,7261
aten_0.1.m1.5305,Sc0000006,7283009,7286925,-,3917,0,0,1,2,4,5,5,1,0,0,3,4
aten_0.1.m1.5306,Sc0000006,7310786,7311328,+,543,0,0,3,3,0,3,4,2,5,0,3,0
aten_0.1.m1.5307,Sc0000006,7380697,7382618,+,1922,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.5308,Sc0000006,7326491,7326886,+,396,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.5309,Sc0000006,7312446,7385478,-,73033,62,276,260,214,318,46,255,57,128,303,168,221
aten_0.1.m1.5310,Sc0000006,7517066,7544257,+,27192,4,15,1,15,127,63,46,48,16,36,31,23
aten_0.1.m1.5311,Sc0000006,7497754,7503670,+,5917,3,0,0,0,0,0,1,2,0,0,1,0
aten_0.1.m1.5312,Sc0000006,7483800,7496949,+,13150,2,47,26,25,46,0,70,1,2,0,9,7
aten_0.1.m1.5313,Sc0000006,7422990,7432768,+,9779,7,4,27,13,3,1,4,4,2,2,2,0
aten_0.1.m1.5314,Sc0000006,7454884,7470348,+,15465,1,0,0,0,0,1,0,0,2,1,2,0
aten_0.1.m1.5315,Sc0000006,7400785,7402145,+,1361,9,18,15,5,4,7,9,6,30,15,18,8
aten_0.1.m1.5316,Sc0000006,7402835,7408551,+,5717,0,0,0,4,0,1,0,5,1,0,1,0
aten_0.1.m1.5317,Sc0000006,7503569,7524321,-,20753,14,0,1,84,1,1,1,2,6,1,11,1
